"","song_id","pitch","duration","pitch_interval"
"215619",4367,62,"0.5",NA
"215620",4367,67,"0.5",5
"215621",4367,67,"0.5",0
"215622",4367,67,"0.5",0
"215623",4367,71,"0.5",4
"215624",4367,71,"0.5",0
"215625",4367,71,"0.5",0
"215626",4367,74,"0.5",3
"215627",4367,74,"0.5",0
"215628",4367,74,"0.5",0
"215629",4367,71,"0.5",-3
"215630",4367,71,"0.5",0
"215631",4367,74,"0.5",3
"215632",4367,72,"1.5",-2
"215633",4367,74,"1.5",2
"215634",4367,71,"2.5",-3
"215635",4367,62,"0.5",-9
"215636",4367,67,"1.0",5
"215637",4367,67,"0.5",0
"215638",4367,71,"0.5",4
"215639",4367,71,"0.5",0
"215640",4367,71,"0.5",0
"215641",4367,74,"0.5",3
"215642",4367,74,"0.5",0
"215643",4367,74,"0.5",0
"215644",4367,71,"1.0",-3
"215645",4367,74,"0.5",3
"215646",4367,72,"1.5",-2
"215647",4367,74,"1.5",2
"215648",4367,71,"2.5",-3
"215649",4367,71,"0.5",0
"215650",4367,71,"0.5",0
"215651",4367,69,"0.5",-2
"215652",4367,69,"0.5",0
"215653",4367,69,"0.5",0
"215654",4367,71,"0.5",2
"215655",4367,72,"0.5",1
"215656",4367,72,"0.5",0
"215657",4367,71,"0.5",-1
"215658",4367,71,"0.5",0
"215659",4367,71,"1.0",0
"215660",4367,74,"0.5",3
"215661",4367,74,"0.5",0
"215662",4367,72,"0.5",-2
"215663",4367,72,"0.5",0
"215664",4367,72,"0.5",0
"215665",4367,74,"0.5",2
"215666",4367,76,"0.5",2
"215667",4367,76,"0.5",0
"215668",4367,74,"0.5",-2
"215669",4367,74,"0.5",0
"215670",4367,74,"3.0",0
"215671",4367,74,"1.5",0
"215672",4367,71,"0.5",-3
"215673",4367,72,"0.5",1
"215674",4367,74,"0.5",2
"215675",4367,74,"0.5",0
"215676",4367,72,"0.5",-2
"215677",4367,71,"0.5",-1
"215678",4367,71,"1.5",0
"215679",4367,74,"1.5",3
"215680",4367,71,"0.5",-3
"215681",4367,71,"0.5",0
"215682",4367,71,"0.5",0
"215683",4367,74,"0.5",3
"215684",4367,72,"0.5",-2
"215685",4367,69,"0.5",-3
"215686",4367,67,"2.5",-2
"215687",4368,62,"0.5",NA
"215688",4368,62,"1.0",0
"215689",4368,67,"0.5",5
"215690",4368,67,"0.5",0
"215691",4368,69,"0.5",2
"215692",4368,71,"0.5",2
"215693",4368,71,"1.0",0
"215694",4368,76,"0.5",5
"215695",4368,74,"1.0",-2
"215696",4368,71,"0.5",-3
"215697",4368,71,"0.5",0
"215698",4368,69,"0.5",-2
"215699",4368,69,"0.5",0
"215700",4368,67,"0.5",-2
"215701",4368,66,"0.5",-1
"215702",4368,76,"0.5",10
"215703",4368,74,"1.0",-2
"215704",4368,72,"0.5",-2
"215705",4368,71,"1.0",-1
"215706",4368,74,"0.5",3
"215707",4368,72,"0.5",-2
"215708",4368,71,"0.5",-1
"215709",4368,71,"0.5",0
"215710",4368,71,"0.5",0
"215711",4368,72,"0.5",1
"215712",4368,76,"0.5",4
"215713",4368,74,"1.0",-2
"215714",4368,72,"0.5",-2
"215715",4368,69,"1.0",-3
"215716",4368,67,"0.5",-2
"215717",4368,66,"0.5",-1
"215718",4368,69,"0.5",3
"215719",4368,69,"0.5",0
"215720",4368,69,"0.5",0
"215721",4368,72,"0.5",3
"215722",4368,76,"0.5",4
