"","song_id","pitch","duration","pitch_interval"
"118019",2389,72,"0.5",NA
"118020",2389,72,"0.75",0
"118021",2389,70,"0.25",-2
"118022",2389,69,"0.5",-1
"118023",2389,72,"0.5",3
"118024",2389,72,"0.75",0
"118025",2389,70,"0.25",-2
"118026",2389,69,"0.5",-1
"118027",2389,69,"0.5",0
"118028",2389,72,"0.5",3
"118029",2389,74,"0.5",2
"118030",2389,72,"0.5",-2
"118031",2389,74,"0.5",2
"118032",2389,72,"1.0",-2
"118033",2389,69,"1.0",-3
"118034",2389,72,"0.5",3
"118035",2389,74,"0.5",2
"118036",2389,72,"0.5",-2
"118037",2389,74,"0.5",2
"118038",2389,72,"1.0",-2
"118039",2389,65,"1.0",-7
"118040",2389,72,"0.5",7
"118041",2389,74,"0.5",2
"118042",2389,72,"0.5",-2
"118043",2389,74,"0.5",2
"118044",2389,72,"1.0",-2
"118045",2389,65,"0.5",-7
"118046",2390,62,"0.25",NA
"118047",2390,66,"0.25",4
"118048",2390,69,"0.5",3
"118049",2390,69,"0.5",0
"118050",2390,71,"0.75",2
"118051",2390,69,"0.25",-2
"118052",2390,69,"1.0",0
"118053",2390,66,"1.0",-3
"118054",2390,69,"1.0",3
"118055",2390,67,"0.5",-2
"118056",2390,64,"0.5",-3
"118057",2390,62,"1.5",-2
"118058",2390,62,"0.25",0
"118059",2390,66,"0.25",4
"118060",2390,69,"0.5",3
"118061",2390,69,"0.5",0
"118062",2390,71,"0.75",2
"118063",2390,69,"0.25",-2
"118064",2390,69,"1.0",0
"118065",2390,66,"1.0",-3
"118066",2390,69,"1.0",3
"118067",2390,67,"0.5",-2
"118068",2390,64,"0.5",-3
"118069",2390,62,"2.0",-2
"118070",2390,71,"0.5",9
"118071",2390,71,"0.5",0
"118072",2390,71,"0.5",0
"118073",2390,71,"0.5",0
"118074",2390,71,"0.5",0
"118075",2390,69,"0.5",-2
"118076",2390,69,"0.5",0
"118077",2390,66,"0.5",-3
"118078",2390,69,"0.5",3
"118079",2390,67,"0.5",-2
"118080",2390,67,"0.5",0
"118081",2390,64,"0.5",-3
"118082",2390,69,"0.75",5
"118083",2390,67,"0.25",-2
"118084",2390,66,"0.5",-1
"118085",2390,66,"0.5",0
"118086",2390,66,"1.0",0
"118087",2390,67,"0.5",1
"118088",2390,69,"0.5",2
"118089",2390,71,"2.0",2
"118090",2390,69,"1.0",-2
"118091",2390,67,"0.5",-2
"118092",2390,64,"0.5",-3
"118093",2390,62,"1.5",-2
"118094",2391,71,"0.5",NA
"118095",2391,74,"0.75",3
"118096",2391,71,"0.25",-3
"118097",2391,74,"0.75",3
"118098",2391,71,"0.25",-3
"118099",2391,67,"0.75",-4
"118100",2391,71,"0.25",4
"118101",2391,67,"0.75",-4
"118102",2391,71,"0.25",4
"118103",2391,69,"0.75",-2
"118104",2391,72,"0.25",3
"118105",2391,66,"0.75",-6
"118106",2391,69,"0.25",3
"118107",2391,67,"1.5",-2
"118108",2391,71,"0.5",4
"118109",2391,74,"0.75",3
"118110",2391,71,"0.25",-3
"118111",2391,74,"0.75",3
"118112",2391,71,"0.25",-3
"118113",2391,67,"0.75",-4
"118114",2391,71,"0.25",4
"118115",2391,67,"0.75",-4
"118116",2391,71,"0.25",4
"118117",2391,69,"0.75",-2
"118118",2391,72,"0.25",3
"118119",2391,66,"0.75",-6
"118120",2391,69,"0.25",3
"118121",2391,67,"1.5",-2
"118122",2391,64,"0.5",-3
"118123",2391,64,"0.75",0
"118124",2391,64,"0.25",0
"118125",2391,64,"0.75",0
"118126",2391,64,"0.25",0
"118127",2391,72,"0.75",8
"118128",2391,72,"0.25",0
"118129",2391,72,"0.75",0
"118130",2391,69,"0.25",-3
"118131",2391,69,"0.5",0
"118132",2391,69,"0.5",0
"118133",2391,69,"0.5",0
"118134",2391,69,"0.5",0
"118135",2391,74,"1.5",5
"118136",2391,74,"0.5",0
"118137",2391,79,"0.75",5
"118138",2391,74,"0.25",-5
"118139",2391,79,"0.75",5
"118140",2391,74,"0.25",-5
"118141",2391,71,"0.75",-3
"118142",2391,74,"0.25",3
"118143",2391,67,"0.75",-7
"118144",2391,71,"0.25",4
"118145",2391,69,"0.75",-2
"118146",2391,72,"0.25",3
"118147",2391,66,"0.75",-6
"118148",2391,69,"0.25",3
"118149",2391,67,"1.5",-2
"118783",2405,65,"0.5",NA
"118784",2405,70,"0.5",5
